credit_score,gender,age,tenure,balance,procredit_scoreducts_number,credit_card,active_member,estimated_salary,churn
756,0,29,2,117412.19,2,1,0,4888.91,0
848,0,31,4,90018.45,2,1,0,193132.98,0
809,1,24,4,0,2,1,0,193518.76,0
698,0,56,1,112414.81,2,0,0,93982.02,1
779,0,33,1,158456.76,1,1,1,197000.92,1
606,0,35,7,0,1,1,0,106837.06,1
612,1,58,1,149641.53,1,1,1,115161.28,0
663,1,33,8,122528.18,1,1,0,196260.3,0
549,1,45,3,143734.01,2,1,1,96404.38,0
675,1,32,2,155663.31,1,1,0,97658.66,0
669,1,35,7,0,1,1,1,49108.23,1
571,1,34,1,101736.66,1,0,1,195651.66,0
500,0,37,9,125822.21,1,1,0,111698,0
628,0,37,0,0,2,1,1,171707.93,0
559,0,34,4,0,2,1,1,66721.98,0
769,1,27,2,0,1,1,1,57876.05,0
733,0,31,6,157791.07,2,0,0,177994.81,0
750,0,22,5,0,2,0,1,105125.65,0
583,1,42,4,0,2,1,0,17439.66,0
468,0,42,9,181627.14,2,1,0,172668.39,0
727,1,57,1,109679.72,1,0,1,753.37,0
618,1,37,5,96652.86,1,1,0,98686.4,1
617,0,40,5,190008.32,2,1,1,107047.92,0
793,0,41,9,0,2,1,0,152153.74,0
630,0,43,9,0,2,1,1,34338.04,0
765,0,43,4,148962.76,1,0,1,173878.87,1
546,0,28,8,0,1,1,0,159254.29,0
614,1,30,3,131344.52,2,1,0,54776.64,0
593,1,29,5,101713.84,3,1,0,134594.99,0
613,0,34,3,0,1,1,1,41724.72,0
655,0,38,4,0,2,0,0,110527.71,0
700,1,27,6,137963.07,1,0,0,8996.79,0
826,1,29,4,129938.07,1,0,1,190200.53,0
652,0,45,2,151421.44,1,0,1,115333.43,0
755,1,45,7,135643,1,0,0,143619.52,1
538,0,39,2,122773.5,2,1,1,58467.08,0
729,0,34,3,152303.8,1,1,0,12128.69,0
615,0,49,3,0,2,1,1,49872.33,0
700,0,54,1,79415.67,1,0,1,139735.54,0
434,1,58,9,125801.03,2,1,0,60891.8,1
729,0,37,10,0,2,1,0,100862.54,0
513,0,35,8,0,1,1,0,76640.29,1
755,0,41,6,104817.41,1,1,0,126013.58,1
615,1,30,9,0,1,1,0,87347.82,0
747,1,32,5,67495.04,2,0,1,77370.37,0
850,1,36,0,164850.54,1,1,1,62722.44,0
712,1,49,5,154776.42,2,0,0,196257.68,0
622,1,28,1,143124.63,2,1,0,81723.8,0
548,1,35,10,0,1,1,1,31299.71,0
607,1,27,2,0,2,1,0,63495.86,0
653,1,38,8,102133.38,1,1,1,166520.96,0
699,0,26,6,79932.41,1,0,0,150242.44,0
693,0,40,0,120711.73,1,0,0,27345.18,1
647,1,43,3,122717.53,2,1,1,87000.39,0
478,1,36,3,92363.3,2,1,0,44912.7,0
705,1,40,5,203715.15,1,1,0,179978.68,1
719,0,39,5,0,2,1,0,145759.7,0
726,0,34,9,0,2,0,0,14121.61,0
626,0,21,1,0,2,1,0,66232.23,0
552,0,49,4,0,1,1,1,190296.76,1
807,1,31,1,93460.47,2,0,0,172782.69,0
621,0,34,6,0,2,1,1,99128.13,0
651,1,24,7,40224.7,1,1,1,178341.33,0
673,1,43,5,168069.73,1,1,1,146992.24,1
652,0,36,1,0,2,1,1,151314.98,0
584,0,47,7,130538.77,1,1,0,92915.84,0
756,0,37,3,132623.6,1,1,1,58974,0
670,1,35,3,103465.02,2,1,1,174627.06,0
765,1,50,9,126547.8,1,1,1,79579.94,1
528,0,30,2,128262.72,2,1,0,50771.16,0
701,0,40,5,169742.64,1,1,1,153537.55,1
797,1,29,1,0,2,1,1,132975.39,0
639,0,27,3,150795.81,1,0,1,85208.93,0
785,1,61,4,129855.72,2,1,0,170214.82,1
363,1,28,6,146098.43,3,1,0,100615.14,1
764,1,24,7,0,2,1,0,186105.99,0
676,1,43,2,0,1,1,1,55119.53,0
718,0,28,4,65643.3,1,1,0,28760.99,0
590,1,34,6,0,2,1,0,171021.44,0
584,0,38,9,104584.16,1,1,0,176678.72,0
645,0,41,7,0,1,0,1,28667.56,0
772,0,30,6,99785.28,2,0,0,197238.03,0
399,0,46,2,127655.22,1,1,0,139994.68,1
529,0,22,5,0,1,1,0,151169.83,0
463,0,35,2,101257.16,1,1,1,118113.64,0
630,1,40,7,0,2,1,1,34453.17,0
780,0,76,10,121313.88,1,0,1,64872.33,0
584,0,32,5,0,2,1,0,10956.82,0
752,0,30,4,81523.38,1,1,1,36885.85,0
697,1,47,6,128252.66,1,1,1,168053.4,0
850,1,32,7,0,2,0,0,155227,0
711,0,51,7,0,3,1,0,38409.79,1
452,1,32,5,0,2,0,1,75279.39,0
610,0,42,6,0,2,1,0,158302.59,1
694,1,22,4,0,2,1,1,11525.72,0
579,0,33,6,0,1,1,0,94993.04,1
745,1,54,8,0,1,1,0,173912.29,1
572,0,33,5,0,1,0,1,41139.05,0
505,0,29,3,145541.56,2,1,1,58019.95,0
706,1,23,5,0,1,0,0,164128.41,1
693,0,44,5,124601.58,2,1,1,46998.13,1
725,1,33,7,115182.84,2,1,1,177279.41,0
791,0,37,2,163789.49,2,1,0,75832.53,0
536,0,46,1,65733.41,1,1,0,61094.53,0
699,0,47,1,0,2,0,1,30117.44,0
500,1,47,8,128486.11,1,1,0,179227.12,0
707,1,53,6,109663.47,1,1,1,52110.45,0
531,1,42,6,88324.31,2,1,0,75248.75,0
557,1,28,7,146445.24,2,1,0,184317.74,0
659,1,38,3,0,2,1,0,158553.1,0
575,1,31,6,0,2,1,1,95686.42,0
775,0,36,2,109949.05,2,0,1,71682.54,0
772,0,30,4,78653.05,1,1,0,1790.48,0
587,0,46,9,107850.82,1,1,0,139431,1
667,1,39,4,83765.35,2,1,0,118358.54,0
771,1,66,7,143773.07,1,1,1,130827.88,0
523,0,63,6,116227.27,1,1,1,119404.63,0
662,0,33,0,103471.52,1,1,1,162703,0
717,0,42,5,0,2,1,0,172665.21,0
746,0,24,3,137492.35,2,0,1,170142.09,0
569,0,28,7,0,2,1,0,73977.23,0
579,0,36,9,129829.59,1,1,1,60906.12,0
519,1,21,1,146329.57,2,1,1,194867.27,0
696,0,30,4,114027.7,1,1,1,193716.56,0
693,0,25,6,146580.69,1,0,1,14633.35,0
587,1,38,0,132122.42,2,0,0,31730.32,0
626,1,44,10,81553.93,1,1,0,20063.63,1
666,1,66,7,0,2,1,1,99792.82,0
512,0,24,6,0,2,1,0,37654.31,0
689,1,28,3,0,2,1,1,192449.02,0
803,1,26,4,0,2,1,1,181208.47,0
548,0,32,5,175214.71,1,1,1,155165.61,0
588,1,40,10,125534.51,1,1,0,121504.18,1
693,0,68,4,97705.99,1,1,1,61569.07,0
499,1,55,4,126817.65,2,1,0,123269.71,0
628,1,46,1,46870.43,4,1,0,31272.14,1
624,0,46,3,0,2,1,1,62825.03,0
733,0,42,9,120094.93,1,1,0,184056.45,0
628,1,38,3,0,2,1,1,48924.73,0
633,1,33,3,0,2,1,0,191111.02,0
559,1,36,1,104356.94,2,0,1,54184.06,0
704,0,27,5,147004.34,1,1,0,64381.33,1
744,0,38,6,73023.17,2,1,0,78770.86,0
665,1,40,1,173432.55,1,0,1,116766.79,0
638,1,42,7,165679.92,1,0,0,32916.29,0
837,0,31,9,104678.62,1,0,1,50972.6,0
534,1,55,8,116973.26,3,1,0,122066.5,1
548,1,36,3,0,1,1,0,65996.9,0
837,0,38,2,126732.85,1,1,1,79577.38,0
658,1,44,6,148481.09,1,1,0,130529.13,0
554,1,38,4,137654.05,2,1,1,172629.67,0
724,0,30,7,115315.04,1,1,0,15216.53,0
723,0,42,2,99095.73,1,1,1,17512.53,0
585,1,39,7,165610.41,2,0,0,131852.01,0
474,0,33,5,0,2,1,0,181945.52,1
562,0,32,6,161628.66,1,1,0,91482.5,0
719,0,32,9,146605.27,1,1,1,77119.45,0
635,0,37,5,113488.68,1,1,0,95611.74,1
743,0,42,7,77002.2,2,1,1,80428.42,0
681,0,67,7,0,2,0,1,163714.92,0
521,1,39,6,0,2,0,1,27375.15,0
741,0,25,4,0,2,1,1,73873.65,0
790,0,46,8,182364.53,1,0,0,139266.48,1
622,0,35,8,0,2,1,1,131772.51,0
669,0,45,7,149364.58,1,0,1,173454.07,0
583,0,59,7,127450.14,1,0,1,67552.71,0
520,1,63,5,162278.32,1,1,1,34765.33,0
579,0,37,5,152212.88,2,0,0,120219.14,0
698,1,39,9,161993.89,1,0,0,90212.38,0
548,0,39,7,131468.44,1,1,0,164975.82,0
672,0,40,10,102980.44,1,1,0,1285.81,1
653,0,31,9,143321.97,1,1,0,83679.46,0
734,1,37,2,130404.92,1,0,0,34548.74,0
794,1,41,7,0,2,1,1,74275.08,0
641,0,30,2,87505.47,2,0,1,7278.57,0
824,0,30,0,133634.02,1,1,1,162053.92,0
534,1,33,3,151233.62,1,0,0,199336.63,0
653,0,55,2,70263.83,1,0,1,62347.71,0
498,0,34,5,0,2,1,1,91711.66,0
683,0,30,10,57657.49,1,0,0,79240.9,0
618,0,42,8,153572.31,2,1,1,76679.6,0
538,0,37,1,134752.08,1,1,0,162511.55,0
643,0,34,3,83132.09,1,1,1,21360.88,0
428,1,31,2,0,2,1,0,54487.43,0
593,1,32,9,134096.53,2,1,0,53931.05,1
718,1,31,0,118100.59,2,1,0,103165.15,0
811,0,52,10,76915.4,1,0,0,146359.81,1
823,1,46,3,81576.75,1,1,1,28370.95,1
645,0,49,2,0,2,0,0,10023.15,0
710,0,33,10,118327.17,2,1,1,192928.82,0
591,0,30,8,124857.69,2,0,0,50485.7,0
748,1,27,2,90971.85,1,1,1,131662.47,0
850,1,37,7,153147.75,1,1,1,152235.3,0
542,0,38,8,65942.26,1,1,1,68093.23,1
809,0,38,3,0,2,1,1,80061.31,0
675,0,54,2,0,1,1,0,149583.67,1
607,1,27,5,100912.19,1,0,0,7631.27,0
850,1,31,4,0,2,1,1,33082.81,0
789,0,37,3,0,1,1,0,121883.87,1
598,1,43,5,0,3,1,1,100722.72,1
756,0,41,2,124439.49,2,0,1,47093.11,0
687,1,47,7,0,2,1,1,177624.01,0
724,0,40,6,0,2,0,0,106149.48,0
700,1,44,2,58781.76,1,1,0,16874.92,0
635,0,50,7,159453.64,2,0,0,54560.79,1
687,0,26,2,142721.52,1,1,1,153605.75,0
613,1,46,8,167795.6,1,0,1,44390.38,0
781,1,38,3,128345.69,2,1,0,63218.85,0
703,0,20,3,165260.98,1,1,1,41626.78,0
593,1,62,3,118233.81,1,0,1,24765.53,1
743,1,40,6,0,1,1,0,28280.8,1
640,1,46,8,0,2,1,0,89043.19,0
849,0,37,7,143452.74,2,1,1,17294.12,0
778,0,38,3,145018.49,2,1,1,126702.41,0
539,1,38,8,82407.51,1,1,0,13123.41,0
489,0,28,1,79460.98,2,1,1,167973.63,0
568,1,43,9,0,1,1,0,125870.79,1
618,0,38,5,126473.99,1,1,0,91972.49,0
710,1,30,10,133537.1,2,1,0,155593.74,0
625,0,52,5,164978.01,1,1,1,67788.49,0
682,0,46,7,128029.72,1,1,1,62615.35,0
727,0,43,2,97403.18,1,1,1,107415.02,1
794,1,41,7,176845.41,3,1,0,166526.26,1
652,0,71,4,0,1,1,1,120107.1,0
670,0,42,3,81589.04,1,1,0,188227.8,0
460,1,40,6,119507.58,2,1,0,91560.63,1
568,1,26,6,0,2,0,0,166495.2,0
643,0,30,5,94443.77,1,1,1,165614.4,0
521,0,37,2,0,2,1,1,86372.24,0
615,0,32,7,92199.84,1,1,1,2755.53,0
575,0,43,3,0,1,1,0,83594.51,0
717,1,41,3,135756.96,1,1,1,103706.41,0
648,1,54,9,120633.42,1,0,0,5924.38,1
535,0,48,5,134542.73,1,1,1,58203.67,1
626,0,29,7,0,2,1,0,49361.84,0
611,0,52,7,0,1,0,1,73585.18,1
734,0,39,6,0,1,1,1,95135.27,0
709,0,49,4,154344.49,2,1,1,38794.57,0
591,0,43,3,0,2,0,1,198926.36,0
664,0,43,9,189026.53,2,1,1,56099.86,0
431,0,37,0,120764.08,1,1,1,117023.08,0
647,1,22,3,97975.82,2,0,1,62083,0
578,0,32,4,0,2,1,1,141822.8,0
555,0,41,10,113270.2,2,1,1,185387.14,0
775,0,30,4,0,2,0,1,57461.13,0
850,0,39,3,124548.99,2,1,1,120380.12,0
625,0,43,8,201696.07,1,1,0,133020.9,1
645,1,37,7,0,2,1,0,13589.93,0
608,0,44,7,114203.47,1,1,1,77830.36,1
689,1,31,4,0,2,1,1,136610.02,0
652,0,50,8,125437.64,1,1,1,17160.94,1
769,1,26,7,0,2,1,0,176843.53,0
611,1,43,8,64897.75,1,1,0,114996.33,0
489,0,38,8,0,2,0,1,196990.79,0
528,1,46,9,135555.66,1,1,0,133146.03,1
632,0,44,3,107764.75,1,1,0,185667.72,0
429,1,27,6,117307.44,2,1,1,24020.49,0
457,0,41,8,73700.12,3,1,1,185750.02,1
768,1,44,6,60603.4,1,1,1,178045.97,0
715,1,35,4,40169.88,2,1,1,199857.47,0
668,1,32,10,92041.87,1,1,1,43595.9,0
625,0,26,3,130483.95,1,1,0,122810.53,0
846,1,41,5,0,3,1,0,3440.47,1
661,1,42,3,0,2,1,0,35989.41,0
571,1,23,10,151097.28,1,0,1,17163.75,0
582,1,46,8,67563.31,1,1,0,44506.09,1
716,1,35,8,112808.18,1,0,1,17848.3,0
758,1,42,7,0,2,0,1,76209.56,0
725,0,66,4,86459.8,1,1,1,141476.56,0
630,1,40,0,118633.08,1,0,1,60032.46,1
627,1,55,2,159441.27,1,1,0,100686.11,1
653,1,27,9,0,2,1,0,96429.29,0
775,1,38,4,125212.65,2,1,1,15795.88,1
794,0,45,8,88656.37,2,1,0,116547.31,0
831,1,32,2,146033.62,1,1,0,191260.74,0
561,0,29,9,120268.13,1,1,1,173870.39,0
705,0,46,7,0,2,1,0,117273.35,0
636,1,33,0,0,1,1,0,92277.47,1
487,1,46,4,135070.58,2,1,1,44244.49,1
693,1,38,3,0,2,0,0,78133.48,1
517,1,29,5,0,2,1,0,103402.88,0
684,1,27,9,122550.05,2,0,1,137835.82,0
620,1,43,2,0,2,1,0,20670.1,0
757,0,29,8,130306.49,1,1,0,77469.38,0
739,1,27,6,0,1,1,1,57572.38,0
662,1,41,4,90350.77,1,1,0,75884.65,1
359,1,44,6,128747.69,1,1,0,146955.71,1
572,0,23,2,126873.52,1,0,1,67040.12,0
721,0,69,2,108424.19,1,1,1,178418.35,0
707,0,32,9,0,2,0,0,30807.02,0
444,1,40,5,84350.07,1,1,0,143835.76,0
523,1,73,7,0,2,0,0,130883.9,1
685,1,30,4,84958.6,2,0,1,194343.72,0
673,1,29,4,99097.36,1,1,1,9796.69,0
503,0,30,10,136622.55,2,0,0,47310.24,0
485,1,30,5,156771.68,1,1,1,141148.21,0
799,0,28,7,167658.33,2,1,1,111138.25,0
585,1,33,8,0,2,1,0,114182.07,0
607,1,24,2,109483.54,2,0,1,127560.77,0
521,1,40,9,134504.78,1,1,0,18082.06,0
535,1,44,2,114427.86,1,1,1,136330.26,0
724,0,45,5,83888.54,1,0,1,34121.81,0
520,0,32,5,110029.77,1,1,0,56246.69,0
696,0,41,9,127523.75,1,0,1,191417.42,0
657,0,30,1,139762.13,2,1,1,23317.88,0
603,1,42,8,91611.12,1,0,0,144675.3,1
726,1,42,2,109471.79,1,0,1,175161.05,0
591,1,39,4,150500.64,1,1,0,14928.8,0
792,1,59,9,101609.77,1,0,0,161479.19,1
550,0,57,5,0,1,1,1,133501.94,0
601,1,26,8,78892.23,1,1,1,23703.52,0
820,1,29,3,82344.84,1,0,1,115985.38,0
667,0,48,2,0,1,1,0,43229.2,0
573,1,44,4,0,1,1,1,94862.93,0
755,0,62,1,127706.33,2,0,1,142377.69,0
552,1,41,9,124349.34,1,1,0,135635.25,0
598,0,44,8,0,2,1,0,148487.9,0
576,0,28,1,119336.29,2,0,1,58976.85,0
670,1,31,9,0,1,0,1,76254.83,0
504,0,56,9,104217.3,1,0,0,55857.48,1
778,1,65,7,0,1,1,1,77867.23,0
558,0,39,10,144757.02,1,1,0,22878.16,1
627,0,44,6,0,1,1,1,114469.55,0
683,0,43,8,0,1,1,0,96754.8,0
556,1,43,6,0,3,0,0,125154.57,1
583,1,38,10,0,2,0,1,113597.64,0
705,1,24,7,100169.51,1,1,0,121408.55,0
637,0,33,2,145731.83,1,0,1,109219.43,0
697,0,56,5,110802.03,1,1,1,50230.31,1
555,1,46,4,120392.99,1,1,0,177719.88,1
594,1,26,6,135067.52,2,0,0,131211.86,0
632,0,31,3,136556.44,1,1,0,82152.83,1
551,1,38,10,0,2,1,1,216.27,0
687,1,35,3,99587.43,1,1,1,1713.1,1
672,1,53,7,0,1,1,1,136910.18,0
521,1,34,7,70731.07,1,1,1,20243.97,1
686,0,35,2,109342.82,2,0,1,86043.27,0
639,0,28,8,0,2,1,0,126561.07,0
850,0,66,4,0,2,0,1,64350.8,0
465,0,25,2,78247.31,2,1,1,10472.31,0
817,1,55,10,117561.49,1,1,0,95941.55,1
578,0,23,10,88980.32,1,1,1,125222.36,0
611,0,34,4,0,2,1,0,170950.58,0
616,1,41,1,103560.57,1,1,0,236.45,1
517,0,37,5,113308.84,1,0,1,31517.16,0
637,1,40,6,0,2,1,1,181610.6,0
806,1,32,3,63763.49,1,1,0,156593.09,0
633,1,29,7,169988.35,1,1,0,4272,0
624,1,35,0,180303.24,2,1,0,163587.9,0
691,0,52,3,0,1,1,0,175843.68,1
819,1,49,1,120656.86,4,0,0,166164.3,1
568,1,31,1,61592.14,2,1,1,61796.64,0
806,0,48,4,164701.68,1,1,1,21439.49,0
726,1,26,1,80780.16,1,1,1,19225.85,0
552,0,36,8,0,2,0,0,132547.02,0
755,1,30,6,154221.37,2,0,1,62688.55,0
634,0,26,8,0,1,1,0,21760.96,0
756,1,26,5,101641.14,2,0,1,154460.68,0
776,0,37,2,0,1,0,1,8065,0
649,1,45,5,92786.66,1,1,0,173365.9,1
595,0,32,8,131081.66,2,1,1,69428.79,0
646,0,30,5,98014.74,1,1,1,12757.14,0
592,0,38,8,0,2,1,0,180426.2,0
574,0,26,8,97460.1,1,1,1,43093.67,0
850,0,36,1,104077.19,2,0,1,68594,0
850,1,29,1,0,2,1,1,197996.65,0
475,1,46,10,0,2,0,0,122953,1
642,1,39,4,0,1,1,1,76821.24,0
710,1,51,4,93656.95,1,0,1,141400.51,1
596,0,30,6,121345.88,4,1,0,41921.75,1
609,1,39,8,141675.23,1,0,1,175664.25,0
797,1,31,8,0,2,1,0,117916.63,0
504,1,43,7,102365.49,1,1,0,194690.77,1
735,0,50,9,0,1,0,0,166677.35,1
680,1,30,3,0,1,1,0,160131.58,0
449,0,52,6,0,2,0,1,123622,0
685,0,57,7,101868.51,1,0,1,113483.96,0
569,0,38,8,0,2,0,0,79618.79,0
631,0,35,9,112392.45,2,1,0,24472.23,0
595,1,25,7,106570.34,2,0,1,177025.79,0
461,1,28,8,0,1,1,1,103349.74,0
630,0,50,1,81947.76,1,0,1,63606.22,1
661,1,31,7,144162.3,2,1,1,14490.79,0
796,0,39,5,86350.87,2,0,0,105080.53,0
710,0,47,5,158623.14,1,0,0,83499.89,1
741,0,32,8,0,2,1,0,143598.7,0
606,0,48,4,132403.56,1,0,0,36091.91,1
747,0,27,10,0,2,0,0,13007.89,0
549,1,43,3,134985.66,1,1,0,6101.41,0
576,0,36,6,0,2,1,1,48314,0
528,0,37,6,103772.45,1,1,0,197111.99,0
535,0,33,2,133040.32,1,1,1,110299.78,0
575,1,37,0,0,2,0,0,30114.32,0
656,0,39,10,0,2,1,1,98894.64,0
440,0,42,2,0,2,1,0,49826.68,0
539,0,38,8,71460.67,2,1,1,10074.05,0
850,0,39,6,133214.13,1,0,1,20769.88,0
646,1,37,7,96558.66,1,0,0,163427.18,0
744,0,54,6,93806.31,2,0,1,140068.77,0
710,1,36,8,0,2,0,0,83206.19,0
544,1,64,3,124043.8,1,1,1,111402.97,1
723,0,52,5,131694.97,1,0,1,92873.5,1
507,1,29,6,0,2,0,1,94780.9,0
787,1,35,1,106266.8,1,1,1,16607.15,0
598,0,41,8,0,2,1,1,161954.43,0
796,0,51,6,0,2,0,1,194733.28,0
569,1,41,4,139840.36,1,1,1,163524.7,0
711,0,34,8,0,2,0,0,48260.19,0
661,0,35,8,124098.54,1,1,0,86678.48,0
415,0,32,5,145807.59,1,1,1,3064.65,0
578,0,23,8,0,2,1,0,112124.98,0
611,1,26,2,107508.93,2,1,1,120801.65,0
600,1,28,6,0,2,0,1,52193.23,0
661,1,32,1,145980.23,1,0,1,56636.28,0
850,1,37,3,212778.2,1,0,1,69372.88,0
573,1,47,4,152522.47,1,0,1,164038.07,1
764,1,33,9,168964.77,1,0,1,118982.51,0
838,1,34,8,0,2,1,0,27472.07,0
821,1,28,8,0,1,1,1,36754.13,0
607,1,36,4,98266.3,1,1,1,46416.36,0
558,0,38,8,113000.92,1,1,1,152872.39,0
530,0,23,1,137060.88,2,1,1,165227.23,0
654,0,37,5,112146.12,1,1,0,75927.35,0
530,1,33,4,129307.32,1,1,1,172930.28,0
656,0,69,6,163975.09,1,1,1,36108.5,0
520,0,43,7,0,2,1,1,36202.74,0
602,1,42,6,158414.85,1,1,1,131886.46,0
701,1,48,1,92072.68,1,1,1,133992.36,0
653,1,30,2,88243.29,2,1,1,96658.26,0
668,0,25,8,0,2,1,1,135112.09,0
652,0,48,4,59486.31,1,1,0,163944.18,1
639,1,54,2,0,2,1,1,53843.71,0
730,1,52,7,0,2,0,1,122398.84,0
780,0,34,1,0,1,1,1,64804.04,0
592,1,38,8,119278.01,2,0,1,19370.73,0
628,0,34,4,158741.43,2,1,1,126192.54,0
658,1,40,7,140596.95,1,0,1,135459.02,1
850,1,29,10,0,2,1,1,94815.04,0
515,0,37,2,90432.92,1,1,1,188366.04,1
571,1,35,1,104783.81,2,0,1,178512.52,0
760,0,42,0,77992.97,2,1,1,97906.38,0
720,1,43,10,110822.9,1,0,0,72861.94,0
632,0,42,4,119624.6,2,1,1,195978.86,0
694,0,31,6,109052.59,2,1,1,19448.93,1
559,1,40,5,139129.44,1,0,1,32635.54,0
773,1,42,8,152324.66,2,1,0,171733.22,0
581,0,38,1,0,2,1,0,46176.22,0
524,1,37,9,127480.58,2,1,0,179634.69,0
713,0,53,6,115029.4,1,0,0,191521.32,1
676,0,40,8,114005.78,1,1,1,67998.45,0
651,1,42,1,116646.76,1,1,0,44731.8,1
717,1,49,1,110864.38,2,1,1,124532.9,1
594,0,23,5,156267.59,1,1,0,160968.44,0
716,1,44,3,109528.28,1,1,0,27341.63,1
668,1,35,6,102482.76,1,1,1,53994.64,0
678,0,23,10,115563.71,1,1,1,91633.53,0
545,0,23,2,0,2,1,0,189613.12,0
613,1,40,9,95624.36,2,1,1,60706.33,0
687,1,21,8,0,2,1,1,154767.34,0
715,0,28,7,160376.61,1,0,0,196853.11,0
618,0,41,8,37702.79,1,1,1,195775.48,0
721,1,35,6,118273.83,1,0,1,3086.89,0
445,1,34,7,131082.17,2,1,1,70618,0
690,0,38,1,94456,2,0,1,55034.02,0
709,1,43,8,0,2,0,0,168035.62,1
671,1,42,3,0,2,1,1,128449.33,0
538,0,33,6,93791.38,1,1,1,199249.29,0
735,1,33,4,0,2,1,0,149474.69,0
592,1,37,7,0,2,1,1,126726.33,0
747,0,61,7,155973.13,1,0,1,147554.26,0
675,0,36,7,89409.95,1,1,1,149399.7,0
632,1,39,5,97854.37,2,1,0,93536.38,0
621,0,39,6,0,2,1,1,58883.91,0
521,0,29,3,60280.62,1,1,0,154271.41,0
591,0,36,7,135216.8,1,1,1,122022.89,0
706,1,28,6,124923.35,2,1,1,50299.14,0
677,0,38,4,0,2,1,0,187800.63,0
769,0,27,7,188614.07,1,1,0,171344.09,0
771,0,32,5,62321.62,1,1,1,40920.59,0
601,1,48,8,120782.7,1,1,0,63940.68,1
670,1,42,1,115961.58,2,0,1,29483.87,0
517,0,28,2,115062.61,1,1,0,179056.23,0
834,1,49,8,160602.25,2,1,0,129273.94,0
571,1,42,4,108825.34,3,1,0,55558.51,1
576,1,36,8,166287.85,1,1,1,23305.85,0
718,1,31,1,152663.77,1,0,1,17128.64,0
636,1,31,9,80844.69,2,1,1,74641.9,0
566,1,40,2,97001.36,2,1,0,154486.01,0
711,0,64,4,0,2,1,1,3185.67,0
574,1,39,2,122524.61,2,1,0,88463.63,0
619,1,35,8,132292.63,1,1,0,65682.93,0
588,1,24,0,0,2,1,1,140586.08,0
760,1,49,9,91502.99,1,1,0,117232.9,1
665,0,52,3,0,1,1,0,116137.01,1
739,0,29,3,59385.98,2,1,1,105533.96,0
641,0,77,9,0,3,1,1,81514.06,0
685,1,21,6,97956.5,1,1,1,164966.27,0
594,1,49,4,0,2,1,1,23631.55,0
557,1,40,4,0,2,0,1,105433.53,0
697,0,27,8,141223.68,2,1,0,90591.15,0
656,0,18,10,151762.74,1,0,1,127014.32,0
712,0,43,1,141749.74,2,0,1,90905.26,0
689,0,38,5,75075.14,1,1,1,8651.92,1
697,1,25,4,165686.11,2,1,0,15467.98,0
589,0,38,2,0,1,1,0,79915.28,0
525,1,25,10,0,2,1,0,69361.95,0
680,0,44,3,0,2,1,0,86935.08,0
617,1,28,0,0,2,1,1,7597.83,1
680,0,32,5,92961.61,1,1,0,116957.6,0
662,1,30,9,0,2,0,1,157884.83,0
736,0,46,5,130812.91,1,1,1,77981.54,1
657,0,57,8,107174.58,1,1,1,126369.55,1
350,0,54,1,152677.48,1,1,1,191973.49,1
617,0,30,3,132005.77,1,1,0,142940.39,0
562,0,35,7,0,1,0,0,48869.67,0
705,1,23,5,0,2,1,1,73131.73,0
516,1,33,7,127305.5,1,1,1,120037.36,0
573,1,37,6,0,2,1,0,193995.37,0
538,1,31,0,0,2,0,0,179453.66,0
699,0,39,9,0,1,1,0,80963.92,0
504,0,32,8,170291.22,2,0,1,15658.99,0
583,0,47,5,102562.23,1,1,0,92708.1,0
712,0,53,2,111061.01,2,0,0,26542.17,0
626,0,62,3,0,1,1,1,65010.74,0
631,1,34,4,124379.14,1,1,0,106892.91,0
663,1,37,7,0,1,1,1,185210.63,0
506,1,41,3,57745.76,1,1,0,4035.46,0
570,1,50,5,129293.74,1,1,0,177805.44,1
703,1,45,7,0,2,1,1,68831.72,0
698,1,40,8,150777.1,1,1,0,114732.62,0
731,0,41,4,0,2,1,0,22299.27,0
625,0,34,6,0,2,0,0,197283.2,0
634,0,31,9,108632.48,1,1,1,179485.96,1
616,0,59,5,153861.1,1,1,1,17699.48,0
500,0,56,1,100374.58,1,1,0,118490.8,1
446,0,32,8,0,2,0,0,133292.94,0
669,1,47,9,61196.54,1,1,0,58170.24,0
581,0,31,6,116891.72,1,1,0,107137.3,0
704,1,54,6,133656.91,3,1,0,145071.33,1
748,0,44,2,92911.52,1,0,1,85495.24,0
680,1,31,9,119825.75,2,1,1,101139.3,0
655,1,37,7,111852.84,2,1,0,10511.13,0
690,0,32,0,106683.52,2,1,1,137916.49,0
695,0,40,7,139022.24,1,0,1,193383.13,0
700,1,40,4,148571.07,1,1,0,189826.96,1
773,0,52,4,0,1,0,1,144113.42,0
749,0,42,1,129776.72,2,0,1,143538.51,0
611,1,46,5,0,1,1,0,77677.14,1
606,1,46,8,0,2,1,1,183717.94,0
554,0,24,10,0,1,0,0,92180.62,0
567,1,37,7,0,2,1,1,28690.9,0
559,0,24,3,114739.92,1,1,0,85891.02,1
594,0,41,2,122545.65,2,1,1,42050.24,0
513,1,37,6,0,2,1,0,110142.34,0
652,1,26,1,131908.35,1,1,1,179269.79,0
680,1,42,7,105722.69,1,1,1,90558.24,1
784,0,33,10,0,2,1,0,162022.47,0
812,1,44,8,0,3,1,0,66926.83,1
784,1,40,8,0,2,1,0,108891.3,0
570,1,18,4,82767.42,1,1,0,71811.9,0
